-58.8341 -27.4806
-71.535 -16.3989
-74.2168 4.57937
-80.8433 35.2269
8.95 44.4167
54.3667 24.4667
103.792 36.0564
131.901 43.1281
-106.486 31.7586
-99.2383 19.4794
-78.5 -0.216667
-5.81365 35.7806
2.35 6.45
-16.9333 14.8
5.37606 43.2854
3.35 7.15
3.50867 6.61548
9.7 4.05028
39.6667 -4.05
31.25 30.05
20.0667 32.1167
2.65522 39.5743
7.66667 45.05
7.21667 51.4833
4.84671 45.7485
35.4853 38.7322
28.9647 41.0186
29.0611 40.1917
45.0724 37.5553
76.95 52.3
79.9167 27.8833
74.3436 31.5497
39.1843 51.672
7.45 51.5167
15.0906 32.3783
3.39583 6.45306
-43.4047 -22.762
-51.15 -23.3
-46.6167 -23.7
-48.4833 -1.45
-15.5833 11.85
4.55 8.5
9.45 0.383333
27.4667 -11.6667
28.3694 -26.2366
35 -15.7833
39.2647 -15.1197
39.2833 -6.8
45.3667 2.06667
22.4178 -5.89583
28.3113 -26.1909
27.9261 -26.6731
47.5167 -18.9167
77.5833 12.9833
106.63 -6.17806
117.281 31.8639
133.367 34.4833
120.75 30.7522
118.118 5.8402
103.758 1.4655
106.829 -6.17444
76.9569 8.50694
76.2167 10.5167
79.3 19.95
73.2 22.3
89.55 22.8
106.823 27.5431
112.454 34.6836
116.293 37.4486
122.503 40.6373
129.423 42.7714
139.751 35.685
120.982 14.6042
100.501 13.754
110.9 21.65
84.7833 19.3167
76.4003 30.3267
77.2 28.6
108.221 16.0678
106.917 47.9167
77.2167 28.6667
44.3939 33.3386
8.9 9.91667
8.322 4.9517
-8.00828 31.6315
-9.23718 32.2994
-5.93333 54.5833
10.75 59.9167
9.18333 48.7667
18.6583 54.3608
-3 53.4167
-0.093689 51.5141
37.6156 55.7522
32.0401 54.7818
35.1903 47.8229
32.6178 46.6558
8.53333 52.0333
24.0305 49.8407
44.3922 35.4681
39.7257 43.5992
37.6443 54.2021
59.965 57.9194
58.3833 37.95
74.8667 32.7333
75.5792 31.3256
74.6333 25.35
83.7636 53.3606
44.7797 48.7858
49.5832 37.2808
32.5656 0.315556
39.1833 -6.16667
15.3 -4.3
-17.4381 14.6708
-43.3528 -21.7517
-63.9 -8.76667
-87.2167 14.1
-106.483 31.7333
139.9 35.7833
114.533 36.5667
116.388 39.9289
121.4 31.0456
117.656 24.5133
101.705 26.5479
75.1667 15.35
67.0822 24.9056
65.7101 31.6133
74.1883 32.1617
108.317 22.8167
112.145 32.0422
119.159 34.5997
104.296 52.2978
139.721 35.805
126.978 37.5985
122.072 6.91026
119.422 -5.14
100.597 13.6004
68.3737 25.3924
72.8258 18.975
85.3167 27.7167
90.4086 23.7231
106.682 20.8561
107.047 -6.75028
100.368 -0.953154
122.564 10.6969
120.618 31.3114
121.443 28.6803
135.333 34.7167
135.467 34.7833
123.883 41.7
114.652 37.8792
