20 17099.02
40 16835.396
60 16788.42
80 16788.42
100 16788.42
120 16788.42
140 16788.42
160 16258.8125
180 15813.916
200 15780.223
220 15286.996
240 15277.538
260 15277.538
280 15277.538
300 14888.817
320 14888.817
340 14888.817
360 14379.222
380 14379.222
400 13498.928
420 13466.328
440 13294.932
460 13114.172
480 13095.504
500 12913.623
520 12913.623
540 12892.742
560 12838.268
580 12700.391
600 11996.279
620 10973.651
640 10973.651
660 10973.651
680 10973.651
700 10973.651
720 10973.651
740 10973.651
760 10973.651
780 10973.651
800 10755.504
820 10277.172
840 10277.172
860 10277.17
880 10277.17
900 10277.17
920 10277.17
940 10277.17
960 10277.17
980 10217.684
1000 10217.682
1020 10217.682
1040 10180.373
1060 9741.519
1080 9741.519
1100 9333.759
1120 9333.759
1140 9333.759
1160 9203.958
1180 9203.958
1200 9203.958
1220 9203.958
1240 8944.6455
1260 8944.6455
1280 8944.6455
1300 8917.125
1320 8917.125
1340 8917.125
1360 8917.125
1380 8898.629
1400 8637.904
1420 8637.904
1440 8624.514
1460 8624.514
1480 8300.084
1500 8177.6865
1520 8140.6533
1540 8140.6533
1560 8140.6533
1580 7812.309
1600 7812.309
1620 7812.309
1640 7812.309
1660 7812.309
1680 7812.309
1700 7812.309
1720 7812.309
1740 7812.309
1760 7812.309
1780 7812.309
1800 7812.309
1820 7136.8457
1840 7136.8457
1860 7136.8457
1880 7136.8457
1900 7136.8457
1920 7136.8457
1940 7136.8457
1960 7136.8457
1980 7136.8457
2000 7136.8457
2020 6925.99
2040 6925.99
2060 6925.99
2080 6925.99
2100 6925.99
2120 6925.99
2140 6923.4634
2160 6923.4634
2180 6923.4634
2200 6923.4634
2220 6923.4634
2240 6879.063
2260 6879.063
2280 6879.063
2300 6879.063
2320 6879.063
2340 6879.063
2360 6879.063
2380 6879.063
2400 6879.063
2420 6879.063
2440 6879.063
2460 6879.063
2480 6879.063
2500 6879.063
2520 6879.063
2540 6879.063
2560 6879.063
2580 6879.063
2600 6879.063
2620 6879.063
2640 6879.063
2660 6879.063
2680 6879.063
2700 6879.063
2720 6879.063
2740 6879.063
2760 6879.063
2780 6878.5376
2800 6878.5376
2820 6878.5376
2840 6878.5376
2860 6878.376
2880 6878.376
2900 6878.376
2920 6799.6807
2940 6799.6807
2960 6799.6807
2980 6792.947
3000 6792.947
3020 6792.947
3040 6792.947
3060 6792.947
3080 6748.2534
3100 6748.2534
3120 6748.2534
3140 6748.2534
3160 6748.2534
3180 6748.2534
3200 6748.2534
3220 6748.2534
3240 6748.2534
3260 6748.2534
3280 6748.2534
3300 6665.5767
3320 6665.5767
3340 6665.5767
3360 6665.5767
3380 6665.5767
3400 6665.5767
3420 6665.5767
3440 6665.575
3460 6665.575
3480 6665.575
3500 6665.575
3520 6665.575
3540 6665.575
3560 6665.575
3580 6665.575
3600 6665.575
3620 6665.575
3640 6665.575
3660 6665.575
3680 6665.575
3700 6665.575
3720 6665.575
3740 6665.575
3760 6665.575
3780 6665.575
3800 6665.575
3820 6665.575
3840 6665.575
3860 6665.575
3880 6665.575
3900 6665.575
3920 6665.575
3940 6665.575
3960 6665.575
3980 6665.575
4000 6665.575
